token	Agreement	Hate	Agreement_coordinate	Hate_coordinate	occurrences
org	0.6111111111111112	0.8194444444444444	0.22222222222222232	0.6388888888888888	72
remember	0.6774193548387096	0.4032258064516129	0.35483870967741926	-0.19354838709677424	62
yo	0.6774193548387096	0.5483870967741935	0.35483870967741926	0.09677419354838701	31
mama	0.6842105263157895	0.6842105263157895	0.368421052631579	0.368421052631579	19
cost	0.5238095238095238	0.42857142857142855	0.04761904761904767	-0.14285714285714285	21
million	0.631578947368421	0.47368421052631576	0.26315789473684204	-0.05263157894736853	19
dollar	0.47058823529411764	0.5294117647058824	-0.05882352941176472	0.05882352941176472	17
property	0.8	0.8666666666666667	0.6000000000000001	0.7333333333333334	15
reverse	0.8333333333333334	0.6666666666666666	0.6666666666666667	0.33333333333333326	6
prostitution	0.2857142857142857	0.7142857142857143	-0.4285714285714286	0.4285714285714286	7
simple	0.5	0.3333333333333333	0.0	-0.3333333333333334	12
normal	0.6666666666666666	0.4166666666666667	0.33333333333333326	-0.16666666666666657	24
got	0.5977011494252874	0.4827586206896552	0.1954022988505748	-0.03448275862068956	87
tv	0.5333333333333333	0.4666666666666667	0.06666666666666665	-0.06666666666666665	30
silence	0.5384615384615384	0.6153846153846154	0.07692307692307687	0.23076923076923084	13
choice	0.75	0.75	0.5	0.5	16
stand	0.5925925925925926	0.5185185185185185	0.18518518518518512	0.03703703703703698	27
against	0.6129032258064516	0.3870967741935484	0.22580645161290325	-0.22580645161290325	31
abuse	0.6956521739130435	0.6086956521739131	0.3913043478260869	0.21739130434782616	23
mar	0.5	0.4166666666666667	0.0	-0.16666666666666657	12
34	0.6666666666666666	0.2	0.33333333333333326	-0.6000000000000001	15
social	0.7567567567567568	0.2972972972972973	0.5135135135135136	-0.4054054054054053	37
medium	0.7	0.4	0.3999999999999999	-0.19999999999999996	20
base	0.5333333333333333	0.4666666666666667	0.06666666666666665	-0.06666666666666665	15
reality	0.5714285714285714	0.5714285714285714	0.1428571428571428	0.1428571428571428	28
where	0.6153846153846154	0.452991452991453	0.23076923076923084	-0.09401709401709407	117
gang	0.46153846153846156	0.38461538461538464	-0.07692307692307687	-0.23076923076923078	13
drop	0.47368421052631576	0.3157894736842105	-0.05263157894736853	-0.368421052631579	19
push	0.5333333333333333	0.4666666666666667	0.06666666666666665	-0.06666666666666665	15
stock	0.6190476190476191	0.5238095238095238	0.23809523809523814	0.04761904761904767	21
wedding	0.4166666666666667	0.5	-0.16666666666666657	0.0	12
night	0.5483870967741935	0.24193548387096775	0.09677419354838701	-0.5161290322580645	62
makeup	0.7037037037037037	0.8888888888888888	0.40740740740740744	0.7777777777777777	27
plastic	0.5925925925925926	0.6666666666666666	0.18518518518518512	0.33333333333333326	27
surgery	0.5625	0.6875	0.125	0.375	16
cheap	0.5	0.5833333333333334	0.0	0.16666666666666674	12
toy	0.3333333333333333	0.3333333333333333	-0.3333333333333334	-0.3333333333333334	12
23	0.45	0.4	-0.10000000000000003	-0.19999999999999996	20
wine	0.7	0.5	0.3999999999999999	0.0	20
meal	0.7619047619047619	0.3333333333333333	0.5238095238095237	-0.3333333333333334	21
actually	0.5930232558139535	0.5697674418604651	0.18604651162790709	0.13953488372093026	86
washing	0.7777777777777778	0.7222222222222222	0.5555555555555556	0.4444444444444444	18
rise	0.5833333333333334	0.5833333333333334	0.16666666666666674	0.16666666666666674	12
war	0.6363636363636364	0.6060606060606061	0.2727272727272727	0.21212121212121215	33
begin	0.7368421052631579	0.47368421052631576	0.4736842105263157	-0.05263157894736853	19
support	0.5319148936170213	0.574468085106383	0.06382978723404253	0.14893617021276606	47
sexism	0.625	0.8333333333333334	0.25	0.6666666666666667	24
destroy	0.5555555555555556	0.5555555555555556	0.11111111111111116	0.11111111111111116	9
both	0.6774193548387096	0.5161290322580645	0.35483870967741926	0.032258064516129004	31
hell	0.7272727272727273	0.4318181818181818	0.4545454545454546	-0.1363636363636363	44
28	0.3333333333333333	0.2777777777777778	-0.3333333333333334	-0.4444444444444444	18
27	0.7058823529411765	0.4117647058823529	0.41176470588235303	-0.17647058823529416	17
ce	0.375	0.375	-0.25	-0.25	8
39	0.6153846153846154	0.38461538461538464	0.23076923076923084	-0.23076923076923078	13
19	0.5833333333333334	0.30952380952380953	0.16666666666666674	-0.38095238095238093	84
35	0.4375	0.4375	-0.125	-0.125	16
beyond	0.7	0.4	0.3999999999999999	-0.19999999999999996	10
grab	0.6666666666666666	0.5238095238095238	0.33333333333333326	0.04761904761904767	21
comment	0.5238095238095238	0.5476190476190477	0.04761904761904767	0.09523809523809534	42
ø	0.5	0.5	0.0	0.0	16
§	0.42857142857142855	0.39285714285714285	-0.14285714285714285	-0.21428571428571436	28
ù	0.5294117647058824	0.47058823529411764	0.05882352941176472	-0.05882352941176472	17
†	0.6896551724137931	0.4482758620689655	0.3793103448275863	-0.10344827586206895	29
talk	0.6413043478260869	0.45652173913043476	0.28260869565217384	-0.08695652173913043	92
ex	0.5348837209302325	0.4418604651162791	0.06976744186046502	-0.11627906976744184	43
everything	0.6808510638297872	0.3617021276595745	0.36170212765957444	-0.2765957446808511	47
touch	0.7105263157894737	0.5263157894736842	0.42105263157894735	0.05263157894736836	38
hour	0.6774193548387096	0.4032258064516129	0.35483870967741926	-0.19354838709677424	62
ago	0.6935483870967742	0.3064516129032258	0.3870967741935485	-0.38709677419354843	62
serve	0.6875	0.4375	0.375	-0.125	16
24	0.5769230769230769	0.4230769230769231	0.15384615384615374	-0.1538461538461538	26
stuff	0.5151515151515151	0.48484848484848486	0.030303030303030276	-0.030303030303030276	33
online	0.7	0.3333333333333333	0.3999999999999999	-0.3333333333333334	30
health	0.6363636363636364	0.36363636363636365	0.2727272727272727	-0.2727272727272727	11
>	0.5675675675675675	0.4594594594594595	0.1351351351351351	-0.08108108108108109	37
doesn	0.6842105263157895	0.6140350877192983	0.368421052631579	0.22807017543859653	57
trump	0.5833333333333334	0.25	0.16666666666666674	-0.5	60
facebook	0.7073170731707317	0.4634146341463415	0.41463414634146334	-0.07317073170731708	41
anyone	0.5625	0.46875	0.125	-0.0625	32
else	0.6190476190476191	0.4523809523809524	0.23809523809523814	-0.09523809523809529	42
quit	0.6470588235294118	0.47058823529411764	0.2941176470588236	-0.05882352941176472	17
corona	0.7049180327868853	0.06557377049180328	0.4098360655737705	-0.8688524590163935	61
lockdown	0.7407407407407407	0.0	0.4814814814814814	-1.0	27
chinese	0.7692307692307693	0.07692307692307693	0.5384615384615385	-0.8461538461538463	39
single	0.6133333333333333	0.5333333333333333	0.22666666666666657	0.06666666666666665	75
clothe	0.43333333333333335	0.5666666666666667	-0.1333333333333333	0.1333333333333333	30
dreamstime	0.8571428571428571	0.5714285714285714	0.7142857142857142	0.1428571428571428	7
lord	0.6	0.3333333333333333	0.19999999999999996	-0.3333333333333334	15
41	0.7	0.2	0.3999999999999999	-0.6000000000000001	10
spanish	0.8	0.2	0.6000000000000001	-0.6000000000000001	10
bacon	0.7857142857142857	0.5714285714285714	0.5714285714285714	0.1428571428571428	14
datum	0.5384615384615384	0.15384615384615385	0.07692307692307687	-0.6923076923076923	13
basic	0.5454545454545454	0.2727272727272727	0.09090909090909083	-0.4545454545454546	11
sense	0.5454545454545454	0.5454545454545454	0.09090909090909083	0.09090909090909083	11
n	0.676923076923077	0.3384615384615385	0.3538461538461539	-0.32307692307692304	65
china	0.75	0.09375	0.5	-0.8125	32
“	0.5714285714285714	0.5	0.1428571428571428	0.0	14
‡	0.5172413793103449	0.3103448275862069	0.034482758620689724	-0.37931034482758624	29
nobody	0.5918367346938775	0.40816326530612246	0.18367346938775508	-0.18367346938775508	49
gun	0.5416666666666666	0.25	0.08333333333333326	-0.5	24
rape	0.6434108527131783	0.8604651162790697	0.28682170542635665	0.7209302325581395	129
ww3	0.75	0.6666666666666666	0.5	0.33333333333333326	12
system	0.46153846153846156	0.15384615384615385	-0.07692307692307687	-0.6923076923076923	13
hand	0.7536231884057971	0.34782608695652173	0.5072463768115942	-0.30434782608695654	69
el	0.6	0.3333333333333333	0.19999999999999996	-0.3333333333333334	15
failure	0.8181818181818182	0.09090909090909091	0.6363636363636365	-0.8181818181818181	11
driver	0.75	0.8181818181818182	0.5	0.6363636363636365	44
scare	0.8181818181818182	0.36363636363636365	0.6363636363636365	-0.2727272727272727	11
themselves	0.7222222222222222	0.5555555555555556	0.4444444444444444	0.11111111111111116	18
wow	0.6428571428571429	0.39285714285714285	0.2857142857142858	-0.21428571428571436	28
care	0.6909090909090909	0.4909090909090909	0.38181818181818183	-0.018181818181818132	55
lady	0.5	0.7045454545454546	0.0	0.40909090909090917	44
art	0.5882352941176471	0.35294117647058826	0.17647058823529416	-0.29411764705882343	17
person	0.7142857142857143	0.2	0.4285714285714286	-0.6000000000000001	35
alive	0.5555555555555556	0.3888888888888889	0.11111111111111116	-0.22222222222222227	18
sexy	0.5789473684210527	0.6842105263157895	0.1578947368421053	0.368421052631579	38
reply	0.46	0.58	-0.08000000000000002	0.15999999999999992	50
shop	0.8	0.6	0.6000000000000001	0.19999999999999996	10
card	0.7777777777777778	0.5555555555555556	0.5555555555555556	0.11111111111111116	18
banana	0.6363636363636364	0.45454545454545453	0.2727272727272727	-0.09090909090909088	11
pregnant	0.631578947368421	0.39473684210526316	0.26315789473684204	-0.21052631578947367	38
©	0.6428571428571429	0.25	0.2857142857142858	-0.5	28
masturbate	0.5833333333333334	0.3333333333333333	0.16666666666666674	-0.3333333333333334	12
almost	0.55	0.4	0.10000000000000009	-0.19999999999999996	20
supply	0.7142857142857143	0.14285714285714285	0.4285714285714286	-0.7142857142857144	7
makeameme	0.6086956521739131	0.782608695652174	0.21739130434782616	0.5652173913043479	46
exam	0.6666666666666666	0.0	0.33333333333333326	-1.0	9
30	0.6551724137931034	0.4827586206896552	0.31034482758620685	-0.03448275862068956	58
03	0.7857142857142857	0.5	0.5714285714285714	0.0	14
wtf	0.5652173913043478	0.5217391304347826	0.13043478260869557	0.04347826086956519	23
2020	0.6326530612244898	0.32653061224489793	0.26530612244897966	-0.3469387755102042	49
america	0.7142857142857143	0.5357142857142857	0.4285714285714286	0.0714285714285714	28
dare	0.5384615384615384	0.38461538461538464	0.07692307692307687	-0.23076923076923078	13
99	0.7222222222222222	0.3333333333333333	0.4444444444444444	-0.3333333333333334	18
hillary	0.7692307692307693	1.0	0.5384615384615385	1.0	13
clinton	0.7333333333333333	0.8666666666666667	0.46666666666666656	0.7333333333333334	15
walk	0.7321428571428571	0.3392857142857143	0.4642857142857142	-0.3214285714285714	56
april	0.7916666666666666	0.16666666666666666	0.5833333333333333	-0.6666666666666667	24
lay	0.3076923076923077	0.6153846153846154	-0.3846153846153846	0.23076923076923084	13
motifake	0.6530612244897959	1.0	0.30612244897959173	1.0	49
type	0.5	0.5769230769230769	0.0	0.15384615384615374	26
introvert	0.8181818181818182	0.0	0.6363636363636365	-1.0	11
party	0.8064516129032258	0.1935483870967742	0.6129032258064515	-0.6129032258064515	31
owner	0.6666666666666666	0.05555555555555555	0.33333333333333326	-0.8888888888888888	18
pet	0.75	0.4166666666666667	0.5	-0.16666666666666657	12
prefer	0.42857142857142855	0.5714285714285714	-0.14285714285714285	0.1428571428571428	14
character	0.45652173913043476	0.43478260869565216	-0.08695652173913043	-0.13043478260869573	46
rather	0.42857142857142855	0.5714285714285714	-0.14285714285714285	0.1428571428571428	14
ww	0.6428571428571429	0.35714285714285715	0.2857142857142858	-0.28571428571428564	14
michelle	0.75	0.8333333333333334	0.5	0.6666666666666667	24
obama	0.7407407407407407	0.7777777777777778	0.4814814814814814	0.5555555555555556	27
culture	0.6190476190476191	0.5238095238095238	0.23809523809523814	0.04761904761904767	21
totally	0.6666666666666666	0.6666666666666666	0.33333333333333326	0.33333333333333326	12
cover	0.6086956521739131	0.391304347826087	0.21739130434782616	-0.2173913043478261	23
face	0.6320754716981132	0.6320754716981132	0.26415094339622636	0.26415094339622636	106
voice	0.3684210526315789	0.5263157894736842	-0.2631578947368421	0.05263157894736836	19
control	0.5789473684210527	0.5263157894736842	0.1578947368421053	0.05263157894736836	19
dating	0.4666666666666667	0.26666666666666666	-0.06666666666666665	-0.46666666666666673	15
join	0.8	0.6	0.6000000000000001	0.19999999999999996	20
italy	0.6666666666666666	0.06666666666666667	0.33333333333333326	-0.8666666666666667	15
meanwhile	0.6923076923076923	0.3076923076923077	0.3846153846153846	-0.3846153846153846	26
dog	0.6774193548387096	0.3548387096774194	0.35483870967741926	-0.29032258064516125	62
stare	0.8	0.64	0.6000000000000001	0.28	25
different	0.7333333333333333	0.16666666666666666	0.46666666666666656	-0.6666666666666667	30
realize	0.66	0.6	0.32000000000000006	0.19999999999999996	50
naked	0.30434782608695654	0.43478260869565216	-0.3913043478260869	-0.13043478260869573	23
hate	0.6176470588235294	0.5735294117647058	0.23529411764705888	0.1470588235294117	68
ghost	0.75	0.0	0.5	-1.0	12
haunt	0.9	0.0	0.8	-1.0	10
wanna	0.4888888888888889	0.5555555555555556	-0.0222222222222222	0.11111111111111116	45
7	0.7121212121212122	0.3484848484848485	0.4242424242424243	-0.303030303030303	66
non	0.6363636363636364	0.24242424242424243	0.2727272727272727	-0.5151515151515151	33
programmer	0.9333333333333333	0.06666666666666667	0.8666666666666667	-0.8666666666666667	15
derp	0.3333333333333333	0.2222222222222222	-0.3333333333333334	-0.5555555555555556	9
big	0.6173913043478261	0.5739130434782609	0.23478260869565215	0.14782608695652177	115
blue	0.7142857142857143	0.3333333333333333	0.4285714285714286	-0.3333333333333334	21
16	0.6585365853658537	0.2926829268292683	0.3170731707317074	-0.4146341463414634	41
sale	0.8125	0.625	0.625	0.25	16
original	0.8	0.55	0.6000000000000001	0.10000000000000009	20
space	0.5384615384615384	0.38461538461538464	0.07692307692307687	-0.23076923076923078	39
1h	0.5	0.3	0.0	-0.39999999999999997	10
childhood	0.9	0.4	0.8	-0.19999999999999996	10
thicc	0.6923076923076923	0.9230769230769231	0.3846153846153846	0.8461538461538463	13
57	0.6153846153846154	0.23076923076923078	0.23076923076923084	-0.5384615384615383	13
domestic	0.6842105263157895	0.8421052631578947	0.368421052631579	0.6842105263157894	19
dick	0.5	0.5849056603773585	0.0	0.16981132075471694	106
sister	0.5609756097560976	0.43902439024390244	0.12195121951219523	-0.12195121951219517	41
group	0.5909090909090909	0.5	0.18181818181818188	0.0	22
boys	0.5625	0.4375	0.125	-0.125	16
quiet	0.6	0.8	0.19999999999999996	0.6000000000000001	10
hang	0.6	0.6	0.19999999999999996	0.19999999999999996	15
exist	0.5	0.38235294117647056	0.0	-0.23529411764705888	34
hentai	0.5714285714285714	0.14285714285714285	0.1428571428571428	-0.7142857142857144	14
human	0.717948717948718	0.358974358974359	0.4358974358974359	-0.282051282051282	39
nut	0.21428571428571427	0.6428571428571429	-0.5714285714285714	0.2857142857142858	14
japan	0.4666666666666667	0.26666666666666666	-0.06666666666666665	-0.46666666666666673	15
fetish	0.2	0.3	-0.6000000000000001	-0.39999999999999997	10
increase	0.6363636363636364	0.45454545454545453	0.2727272727272727	-0.09090909090909088	11
age	0.65	0.525	0.30000000000000004	0.050000000000000044	40
chance	0.625	0.5416666666666666	0.25	0.08333333333333326	24
kid	0.6941176470588235	0.21176470588235294	0.388235294117647	-0.5764705882352941	85
believe	0.5454545454545454	0.4772727272727273	0.09090909090909083	-0.045454545454545414	44
distancing	1.0	0.0	1.0	-1.0	10
boss	0.7333333333333333	0.36666666666666664	0.46666666666666656	-0.26666666666666666	30
spot	0.65	0.5	0.30000000000000004	0.0	20
bite	0.6	0.3	0.19999999999999996	-0.39999999999999997	10
deal	0.75	0.4375	0.5	-0.125	16
become	0.6363636363636364	0.41818181818181815	0.2727272727272727	-0.16363636363636364	55
race	0.75	0.3333333333333333	0.5	-0.3333333333333334	12
queen	0.6	0.6666666666666666	0.19999999999999996	0.33333333333333326	15
apple	0.5714285714285714	0.0	0.1428571428571428	-1.0	7
tree	0.7	0.5	0.3999999999999999	0.0	20
broken	0.8125	0.8125	0.625	0.625	16
maker	0.7142857142857143	0.8571428571428571	0.4285714285714286	0.7142857142857142	28
kill	0.6593406593406593	0.43956043956043955	0.31868131868131866	-0.1208791208791209	91
office	0.7083333333333334	0.375	0.41666666666666674	-0.25	24
foot	0.6	0.85	0.19999999999999996	0.7	20
sarah	0.6111111111111112	0.8888888888888888	0.22222222222222232	0.7777777777777777	18
city	0.6551724137931034	0.27586206896551724	0.31034482758620685	-0.4482758620689655	29
sea	0.7272727272727273	0.2727272727272727	0.4545454545454546	-0.4545454545454546	11
download	0.5217391304347826	0.34782608695652173	0.04347826086956519	-0.30434782608695654	23
offend	0.6363636363636364	0.36363636363636365	0.2727272727272727	-0.2727272727272727	11
tri	0.6666666666666666	0.6666666666666666	0.33333333333333326	0.33333333333333326	12
sal	0.8	0.6	0.6000000000000001	0.19999999999999996	20
sunday	0.8823529411764706	0.47058823529411764	0.7647058823529411	-0.05882352941176472	17
career	0.45454545454545453	0.45454545454545453	-0.09090909090909088	-0.09090909090909088	11
housewife	0.6153846153846154	0.5641025641025641	0.23076923076923084	0.1282051282051282	39
virginity	0.5714285714285714	0.2857142857142857	0.1428571428571428	-0.4285714285714286	14
behind	0.5909090909090909	0.3181818181818182	0.18181818181818188	-0.3636363636363637	22
restaurant	0.7142857142857143	0.2857142857142857	0.4285714285714286	-0.4285714285714286	14
eye	0.7222222222222222	0.6296296296296297	0.4444444444444444	0.2592592592592593	54
listen	0.5909090909090909	0.4318181818181818	0.18181818181818188	-0.1363636363636363	44
fan	0.4666666666666667	0.26666666666666666	-0.06666666666666665	-0.46666666666666673	15
couch	0.6153846153846154	0.6153846153846154	0.23076923076923084	0.23076923076923084	13
move	0.5217391304347826	0.3695652173913043	0.04347826086956519	-0.26086956521739135	46
ifunny	0.75	0.9583333333333334	0.5	0.9166666666666667	24
equality	0.6486486486486487	0.918918918918919	0.29729729729729737	0.8378378378378379	37
literally	0.5714285714285714	0.39285714285714285	0.1428571428571428	-0.21428571428571436	28
slave	0.4	0.5	-0.19999999999999996	0.0	10
father	0.7307692307692307	0.3076923076923077	0.46153846153846145	-0.3846153846153846	26
poor	0.6923076923076923	0.38461538461538464	0.3846153846153846	-0.23076923076923078	26
size	0.55	0.6	0.10000000000000009	0.19999999999999996	20
matter	0.6052631578947368	0.47368421052631576	0.21052631578947367	-0.05263157894736853	38
likes	0.6363636363636364	0.6363636363636364	0.2727272727272727	0.2727272727272727	11
joke	0.7346938775510204	0.4489795918367347	0.4693877551020409	-0.10204081632653056	49
under	0.6285714285714286	0.5142857142857142	0.2571428571428571	0.02857142857142847	35
beer	0.717948717948718	0.717948717948718	0.4358974358974359	0.4358974358974359	39
isn	0.6470588235294118	0.7058823529411765	0.2941176470588236	0.41176470588235303	17
hold	0.6666666666666666	0.40476190476190477	0.33333333333333326	-0.19047619047619047	42
motivateusnot	0.5	1.0	0.0	1.0	10
germany	0.7272727272727273	0.36363636363636365	0.4545454545454546	-0.2727272727272727	11
makes	0.5454545454545454	0.9090909090909091	0.09090909090909083	0.8181818181818181	11
case	0.5882352941176471	0.23529411764705882	0.17647058823529416	-0.5294117647058822	17
haven	0.6363636363636364	0.18181818181818182	0.2727272727272727	-0.6363636363636362	11
blonde	0.6818181818181818	0.9090909090909091	0.36363636363636354	0.8181818181818181	22
figure	0.6470588235294118	0.29411764705882354	0.2941176470588236	-0.41176470588235287	17
imgur	0.8235294117647058	1.0	0.6470588235294117	1.0	17
chloroform	0.6111111111111112	0.8888888888888888	0.22222222222222232	0.7777777777777777	18
duck	0.7777777777777778	0.6666666666666666	0.5555555555555556	0.33333333333333326	9
diy	0.8888888888888888	0.8888888888888888	0.7777777777777777	0.7777777777777777	9
side	0.6578947368421053	0.631578947368421	0.3157894736842106	0.26315789473684204	38
opinion	0.8125	0.875	0.625	0.75	16
babe	0.6	0.65	0.19999999999999996	0.30000000000000004	20
small	0.6585365853658537	0.6097560975609756	0.3170731707317074	0.2195121951219512	41
shoe	0.6153846153846154	0.7692307692307693	0.23076923076923084	0.5384615384615385	13
set	0.7037037037037037	0.5185185185185185	0.40740740740740744	0.03703703703703698	27
""""	0.8125	0.5	0.625	0.0	16
wash	0.8157894736842105	0.42105263157894735	0.631578947368421	-0.1578947368421053	38
police	0.5	0.3181818181818182	0.0	-0.3636363636363637	22
bit	0.8076923076923077	0.6538461538461539	0.6153846153846154	0.3076923076923077	26
realise	0.7222222222222222	0.6111111111111112	0.4444444444444444	0.22222222222222232	18
possible	0.7058823529411765	0.23529411764705882	0.41176470588235303	-0.5294117647058822	17
score	0.7272727272727273	0.2727272727272727	0.4545454545454546	-0.4545454545454546	11
cop	0.7333333333333333	0.26666666666666666	0.46666666666666656	-0.46666666666666673	15
sugar	0.6363636363636364	0.2727272727272727	0.2727272727272727	-0.4545454545454546	11
error	0.6923076923076923	0.3076923076923077	0.3846153846153846	-0.3846153846153846	13
message	0.631578947368421	0.5789473684210527	0.26315789473684204	0.1578947368421053	19
open	0.6792452830188679	0.5471698113207547	0.35849056603773577	0.09433962264150941	53
reddit	0.6666666666666666	0.5333333333333333	0.33333333333333326	0.06666666666666665	15
sorry	0.5384615384615384	0.4	0.07692307692307687	-0.19999999999999996	65
bro	0.46153846153846156	0.2692307692307692	-0.07692307692307687	-0.4615384615384616	26
miss	0.6829268292682927	0.4146341463414634	0.36585365853658547	-0.17073170731707327	41
developer	0.9090909090909091	0.0	0.8181818181818181	-1.0	11
stuck	0.3076923076923077	0.15384615384615385	-0.3846153846153846	-0.6923076923076923	13
sport	0.7647058823529411	0.5882352941176471	0.5294117647058822	0.17647058823529416	17
pic	0.4090909090909091	0.8181818181818182	-0.1818181818181817	0.6363636363636365	22
smile	0.5	0.45454545454545453	0.0	-0.09090909090909088	22
pussy	0.4634146341463415	0.8536585365853658	-0.07317073170731708	0.7073170731707317	41
japanese	0.6153846153846154	0.23076923076923078	0.23076923076923084	-0.5384615384615383	13
cut	0.8260869565217391	0.43478260869565216	0.6521739130434783	-0.13043478260869573	23
dress	0.7037037037037037	0.7407407407407407	0.40740740740740744	0.4814814814814814	27
ignore	0.75	0.5	0.5	0.0	16
discover	0.6190476190476191	0.3333333333333333	0.23809523809523814	-0.3333333333333334	21
times	0.8947368421052632	0.3684210526315789	0.7894736842105263	-0.2631578947368421	19
few	0.6774193548387096	0.5161290322580645	0.35483870967741926	0.032258064516129004	31
handsome	0.6	0.5	0.19999999999999996	0.0	10
consent	0.5555555555555556	0.6666666666666666	0.11111111111111116	0.33333333333333326	9
hug	0.5	0.4166666666666667	0.0	-0.16666666666666657	12
20	0.6615384615384615	0.3230769230769231	0.32307692307692304	-0.35384615384615387	65
indian	0.4666666666666667	0.4	-0.06666666666666665	-0.19999999999999996	15
government	0.6333333333333333	0.2	0.2666666666666666	-0.6000000000000001	30
grandma	0.5	0.0	0.0	-1.0	12
gay	0.52	0.14	0.040000000000000036	-0.72	50
17	0.7419354838709677	0.3548387096774194	0.4838709677419355	-0.29032258064516125	31
500	0.7	0.4	0.3999999999999999	-0.19999999999999996	10
wing	0.7142857142857143	0.5714285714285714	0.4285714285714286	0.1428571428571428	14
1000	0.6	0.3	0.19999999999999996	-0.39999999999999997	20
tip	0.8	0.3	0.6000000000000001	-0.39999999999999997	10
close	0.8	0.3	0.6000000000000001	-0.39999999999999997	30
visit	0.6153846153846154	0.38461538461538464	0.23076923076923084	-0.23076923076923078	13
parent	0.7916666666666666	0.020833333333333332	0.5833333333333333	-0.9583333333333333	48
escape	0.6666666666666666	0.3888888888888889	0.33333333333333326	-0.22222222222222227	18
young	0.5	0.43333333333333335	0.0	-0.1333333333333333	30
pound	0.42857142857142855	0.42857142857142855	-0.14285714285714285	-0.14285714285714285	7
might	0.6	0.43333333333333335	0.19999999999999996	-0.1333333333333333	30
run	0.8448275862068966	0.41379310344827586	0.6896551724137931	-0.17241379310344834	58
minute	0.6415094339622641	0.33962264150943394	0.28301886792452824	-0.32075471698113217	53
60	0.5	0.5	0.0	0.0	16
rage	0.6666666666666666	0.3333333333333333	0.33333333333333326	-0.3333333333333334	9
mode	0.45454545454545453	0.36363636363636365	-0.09090909090909088	-0.2727272727272727	11
bag	0.6666666666666666	0.47619047619047616	0.33333333333333326	-0.04761904761904767	21
focus	0.6	0.4666666666666667	0.19999999999999996	-0.06666666666666665	15
welcome	0.6	0.6	0.19999999999999996	0.19999999999999996	20
thank	0.5964912280701754	0.47368421052631576	0.1929824561403508	-0.05263157894736853	57
follow	0.47368421052631576	0.5263157894736842	-0.05263157894736853	0.05263157894736836	19
story	0.48	0.24	-0.040000000000000036	-0.52	25
ok	0.6041666666666666	0.2708333333333333	0.20833333333333326	-0.4583333333333334	48
chat	0.6363636363636364	0.36363636363636365	0.2727272727272727	-0.2727272727272727	11
screen	0.7142857142857143	0.2857142857142857	0.4285714285714286	-0.4285714285714286	14
invite	0.46153846153846156	0.23076923076923078	-0.07692307692307687	-0.5384615384615383	13
trick	0.75	0.3333333333333333	0.5	-0.3333333333333334	12
prison	0.8181818181818182	0.36363636363636365	0.6363636363636365	-0.2727272727272727	11
post	0.5789473684210527	0.5263157894736842	0.1578947368421053	0.05263157894736836	76
update	0.625	0.1875	0.25	-0.625	16
nurse	0.5833333333333334	0.5	0.16666666666666674	0.0	12
sir	0.47619047619047616	0.2857142857142857	-0.04761904761904767	-0.4285714285714286	21
attack	0.5238095238095238	0.3333333333333333	0.04761904761904767	-0.3333333333333334	21
advice	0.5	0.4	0.0	-0.19999999999999996	10
yell	0.5	0.42857142857142855	0.0	-0.14285714285714285	14
fly	0.6470588235294118	0.4117647058823529	0.2941176470588236	-0.17647058823529416	17
roast	0.8181818181818182	0.45454545454545453	0.6363636363636365	-0.09090909090909088	11
dumb	0.6666666666666666	0.5	0.33333333333333326	0.0	24
hi	0.5333333333333333	0.4	0.06666666666666665	-0.19999999999999996	30
shut	0.7222222222222222	0.5277777777777778	0.4444444444444444	0.05555555555555558	36
survive	0.6428571428571429	0.21428571428571427	0.2857142857142858	-0.5714285714285714	14
virus	0.7941176470588235	0.07352941176470588	0.588235294117647	-0.8529411764705883	68
throw	0.5454545454545454	0.4090909090909091	0.09090909090909083	-0.1818181818181817	22
rock	0.6666666666666666	0.23809523809523808	0.33333333333333326	-0.5238095238095237	21
short	0.8235294117647058	0.7058823529411765	0.6470588235294117	0.41176470588235303	17
problems	0.75	0.5	0.5	0.0	12
tall	0.75	0.6666666666666666	0.5	0.33333333333333326	12
suppose	0.68	0.48	0.3600000000000001	-0.040000000000000036	25
proud	0.75	0.5	0.5	0.0	16
okay	0.48717948717948717	0.38461538461538464	-0.025641025641025605	-0.23076923076923078	39
egg	0.7142857142857143	0.21428571428571427	0.4285714285714286	-0.5714285714285714	14
rate	0.6	0.4	0.19999999999999996	-0.19999999999999996	10
32	0.6	0.2	0.19999999999999996	-0.6000000000000001	10
iron	0.6666666666666666	0.4166666666666667	0.33333333333333326	-0.16666666666666657	12
sauce	0.6666666666666666	0.2222222222222222	0.33333333333333326	-0.5555555555555556	9
omg	0.48148148148148145	0.5925925925925926	-0.037037037037037146	0.18518518518518512	27
live	0.6593406593406593	0.32967032967032966	0.31868131868131866	-0.3406593406593407	91
future	0.6	0.45	0.19999999999999996	-0.10000000000000003	20
award	0.2857142857142857	0.5714285714285714	-0.4285714285714286	0.1428571428571428	14
chair	0.42105263157894735	0.3684210526315789	-0.1578947368421053	-0.2631578947368421	19
mother	0.5	0.58	0.0	0.15999999999999992	50
bang	0.6190476190476191	0.38095238095238093	0.23809523809523814	-0.23809523809523814	21
door	0.6470588235294118	0.5588235294117647	0.2941176470588236	0.11764705882352944	34
bitches	0.5277777777777778	0.8888888888888888	0.05555555555555558	0.7777777777777777	36
many	0.6097560975609756	0.43902439024390244	0.2195121951219512	-0.12195121951219517	41
